srcid,destid,ds,yhat
33,46,2023-09-03,2742.0
33,46,2023-09-04,1560.0
33,46,2023-09-05,1089.0
33,46,2023-09-06,953.0
33,46,2023-09-07,827.0
33,46,2023-09-08,1024.0
33,46,2023-09-09,1049.0
33,46,2023-09-10,2747.0
33,46,2023-09-11,1565.0
33,46,2023-09-12,1094.0
33,46,2023-09-13,958.0
33,46,2023-09-14,832.0
33,46,2023-09-15,1029.0
33,46,2023-09-16,1054.0
33,46,2023-09-17,2752.0
33,46,2023-09-18,1570.0
33,46,2023-09-19,1099.0
33,46,2023-09-20,963.0
33,46,2023-09-21,837.0
33,46,2023-09-22,1034.0
33,46,2023-09-23,1059.0
33,46,2023-09-24,2757.0
33,46,2023-09-25,1575.0
33,46,2023-09-26,1104.0
33,46,2023-09-27,968.0
33,46,2023-09-28,842.0
33,46,2023-09-29,1039.0
33,46,2023-09-30,1064.0
33,46,2023-10-01,2762.0
33,46,2023-10-02,1580.0
33,46,2023-10-03,1109.0
33,46,2023-10-04,973.0
33,46,2023-10-05,847.0
33,46,2023-10-06,1044.0
33,46,2023-10-07,1069.0
33,46,2023-10-08,2767.0
33,46,2023-10-09,1585.0
33,46,2023-10-10,1114.0
33,46,2023-10-11,978.0
33,46,2023-10-12,852.0
33,46,2023-10-13,1049.0
33,46,2023-10-14,1074.0
33,46,2023-10-15,2772.0
33,46,2023-10-16,1590.0
33,46,2023-10-17,1119.0
33,46,2023-10-18,983.0
33,46,2023-10-19,857.0
33,46,2023-10-20,1054.0
33,46,2023-10-21,1079.0
33,46,2023-10-22,2777.0
33,46,2023-10-23,1595.0
33,46,2023-10-24,1124.0
33,46,2023-10-25,988.0
33,46,2023-10-26,862.0
33,46,2023-10-27,1059.0
33,46,2023-10-28,1084.0
33,46,2023-10-29,2782.0
33,46,2023-10-30,1600.0
33,46,2023-10-31,1129.0
33,46,2023-11-01,993.0
33,46,2023-11-02,867.0
33,46,2023-11-03,1064.0
33,46,2023-11-04,1089.0
33,46,2023-11-05,2787.0
33,46,2023-11-06,1605.0
33,46,2023-11-07,1134.0
33,46,2023-11-08,998.0
33,46,2023-11-09,872.0
33,46,2023-11-10,1069.0
33,46,2023-11-11,1094.0
33,46,2023-11-12,2792.0
33,46,2023-11-13,1610.0
33,46,2023-11-14,1139.0
33,46,2023-11-15,1003.0
33,46,2023-11-16,877.0
33,46,2023-11-17,1074.0
33,46,2023-11-18,1099.0
33,46,2023-11-19,2797.0
33,46,2023-11-20,1615.0
33,46,2023-11-21,1144.0
33,46,2023-11-22,1008.0
33,46,2023-11-23,882.0
33,46,2023-11-24,1079.0
33,46,2023-11-25,1104.0
33,46,2023-11-26,2802.0
33,46,2023-11-27,1620.0
33,46,2023-11-28,1149.0
33,46,2023-11-29,1013.0
33,46,2023-11-30,887.0
33,46,2023-12-01,1084.0
33,46,2023-12-02,1109.0
33,46,2023-12-03,2807.0
33,46,2023-12-04,1625.0
33,46,2023-12-05,1154.0
33,46,2023-12-06,1018.0
33,46,2023-12-07,892.0
33,46,2023-12-08,1089.0
33,46,2023-12-09,1114.0
33,46,2023-12-10,2812.0
33,46,2023-12-11,1630.0
33,46,2023-12-12,1159.0
33,46,2023-12-13,1023.0
33,46,2023-12-14,897.0
33,46,2023-12-15,1094.0
33,46,2023-12-16,1119.0
33,46,2023-12-17,2817.0
33,46,2023-12-18,1635.0
33,46,2023-12-19,1164.0
33,46,2023-12-20,1028.0
33,46,2023-12-21,902.0
33,46,2023-12-22,1099.0
33,46,2023-12-23,1124.0
33,46,2023-12-24,2822.0
33,46,2023-12-25,1640.0
33,46,2023-12-26,1169.0
33,46,2023-12-27,1033.0
33,46,2023-12-28,908.0
33,46,2023-12-29,1104.0
33,46,2023-12-30,1130.0
33,46,2023-12-31,2827.0
33,46,2024-01-01,1645.0
33,46,2024-01-02,1175.0
33,46,2024-01-03,1038.0
33,46,2024-01-04,913.0
33,46,2024-01-05,1109.0
33,46,2024-01-06,1135.0
33,46,2024-01-07,2833.0
33,46,2024-01-08,1651.0
33,46,2024-01-09,1180.0
33,46,2024-01-10,1043.0
33,46,2024-01-11,918.0
33,46,2024-01-12,1114.0
33,46,2024-01-13,1140.0
33,46,2024-01-14,2838.0
33,46,2024-01-15,1656.0
33,46,2024-01-16,1185.0
33,46,2024-01-17,1049.0
33,46,2024-01-18,923.0
33,46,2024-01-19,1120.0
33,46,2024-01-20,1145.0
33,46,2024-01-21,2843.0
33,46,2024-01-22,1661.0
33,46,2024-01-23,1190.0
33,46,2024-01-24,1054.0
33,46,2024-01-25,928.0
33,46,2024-01-26,1125.0
33,46,2024-01-27,1150.0
33,46,2024-01-28,2848.0
33,46,2024-01-29,1666.0
33,46,2024-01-30,1195.0
33,46,2024-01-31,1059.0
33,46,2024-02-01,933.0
33,46,2024-02-02,1130.0
33,46,2024-02-03,1155.0
33,46,2024-02-04,2853.0
33,46,2024-02-05,1671.0
33,46,2024-02-06,1200.0
33,46,2024-02-07,1064.0
33,46,2024-02-08,938.0
33,46,2024-02-09,1135.0
33,46,2024-02-10,1160.0
33,46,2024-02-11,2858.0
33,46,2024-02-12,1676.0
33,46,2024-02-13,1205.0
33,46,2024-02-14,1069.0
33,46,2024-02-15,943.0
33,46,2024-02-16,1140.0
33,46,2024-02-17,1165.0
33,46,2024-02-18,2863.0
33,46,2024-02-19,1681.0
33,46,2024-02-20,1210.0
33,46,2024-02-21,1074.0
33,46,2024-02-22,948.0
33,46,2024-02-23,1145.0
33,46,2024-02-24,1170.0
33,46,2024-02-25,2868.0
33,46,2024-02-26,1686.0
33,46,2024-02-27,1215.0
33,46,2024-02-28,1079.0
33,46,2024-02-29,953.0
33,46,2024-03-01,1150.0
33,46,2024-03-02,1175.0
33,46,2024-03-03,2873.0
33,46,2024-03-04,1691.0
33,46,2024-03-05,1220.0
33,46,2024-03-06,1084.0
33,46,2024-03-07,958.0
33,46,2024-03-08,1155.0
33,46,2024-03-09,1180.0
33,46,2024-03-10,2878.0
33,46,2024-03-11,1696.0
33,46,2024-03-12,1225.0
33,46,2024-03-13,1089.0
33,46,2024-03-14,964.0
33,46,2024-03-15,1160.0
33,46,2024-03-16,1186.0
33,46,2024-03-17,2883.0
33,46,2024-03-18,1701.0
33,46,2024-03-19,1231.0
33,46,2024-03-20,1094.0
33,46,2024-03-21,969.0
33,46,2024-03-22,1165.0
33,46,2024-03-23,1191.0
33,46,2024-03-24,2889.0
33,46,2024-03-25,1706.0
33,46,2024-03-26,1236.0
33,46,2024-03-27,1099.0
33,46,2024-03-28,974.0
33,46,2024-03-29,1170.0
33,46,2024-03-30,1196.0
33,46,2024-03-31,2894.0
33,46,2024-04-01,1712.0
33,46,2024-04-02,1241.0
33,46,2024-04-03,1104.0
33,46,2024-04-04,979.0
33,46,2024-04-05,1176.0
33,46,2024-04-06,1201.0
33,46,2024-04-07,2899.0
33,46,2024-04-08,1717.0
33,46,2024-04-09,1246.0
33,46,2024-04-10,1110.0
33,46,2024-04-11,984.0
33,46,2024-04-12,1181.0
33,46,2024-04-13,1206.0
33,46,2024-04-14,2904.0
33,46,2024-04-15,1722.0
33,46,2024-04-16,1251.0
33,46,2024-04-17,1115.0
33,46,2024-04-18,989.0
33,46,2024-04-19,1186.0
33,46,2024-04-20,1211.0
33,46,2024-04-21,2909.0
33,46,2024-04-22,1727.0
33,46,2024-04-23,1256.0
33,46,2024-04-24,1120.0
33,46,2024-04-25,994.0
33,46,2024-04-26,1191.0
33,46,2024-04-27,1216.0
33,46,2024-04-28,2914.0
33,46,2024-04-29,1732.0
33,46,2024-04-30,1261.0
33,46,2024-05-01,1125.0
33,46,2024-05-02,999.0
33,46,2024-05-03,1196.0
33,46,2024-05-04,1221.0
33,46,2024-05-05,2919.0
33,46,2024-05-06,1737.0
33,46,2024-05-07,1266.0
33,46,2024-05-08,1130.0
33,46,2024-05-09,1004.0
33,46,2024-05-10,1201.0
33,46,2024-05-11,1226.0
33,46,2024-05-12,2924.0
33,46,2024-05-13,1742.0
33,46,2024-05-14,1271.0
33,46,2024-05-15,1135.0
33,46,2024-05-16,1009.0
33,46,2024-05-17,1206.0
33,46,2024-05-18,1231.0
33,46,2024-05-19,2929.0
33,46,2024-05-20,1747.0
33,46,2024-05-21,1276.0
33,46,2024-05-22,1140.0
33,46,2024-05-23,1014.0
33,46,2024-05-24,1211.0
33,46,2024-05-25,1236.0
33,46,2024-05-26,2934.0
33,46,2024-05-27,1751.0
33,46,2024-05-28,1280.0
33,46,2024-05-29,1144.0
33,46,2024-05-30,1018.0
33,46,2024-05-31,1214.0
33,46,2024-06-01,1239.0
33,46,2024-06-02,2937.0
33,46,2024-06-03,1754.0
33,46,2024-06-04,1283.0
33,46,2024-06-05,1147.0
33,46,2024-06-06,1021.0
33,46,2024-06-07,1217.0
33,46,2024-06-08,1242.0
33,46,2024-06-09,2940.0
33,46,2024-06-10,1757.0
33,46,2024-06-11,1286.0
33,46,2024-06-12,1150.0
33,46,2024-06-13,1024.0
33,46,2024-06-14,1220.0
33,46,2024-06-15,1245.0
33,46,2024-06-16,2942.0
33,46,2024-06-17,1760.0
33,46,2024-06-18,1288.0
33,46,2024-06-19,1151.0
33,46,2024-06-20,1025.0
33,46,2024-06-21,1221.0
33,46,2024-06-22,1246.0
33,46,2024-06-23,2943.0
33,46,2024-06-24,1760.0
33,46,2024-06-25,1289.0
33,46,2024-06-26,1152.0
33,46,2024-06-27,1026.0
33,46,2024-06-28,1222.0
33,46,2024-06-29,1247.0
33,46,2024-06-30,2944.0
33,46,2024-07-01,1761.0
33,46,2024-07-02,1290.0
33,46,2024-07-03,1153.0
33,46,2024-07-04,1027.0
33,46,2024-07-05,1223.0
33,46,2024-07-06,1247.0
33,46,2024-07-07,2944.0
33,46,2024-07-08,1761.0
33,46,2024-07-09,1290.0
33,46,2024-07-10,1153.0
33,46,2024-07-11,1026.0
33,46,2024-07-12,1222.0
33,46,2024-07-13,1246.0
33,46,2024-07-14,2943.0
33,46,2024-07-15,1760.0
33,46,2024-07-16,1289.0
33,46,2024-07-17,1152.0
33,46,2024-07-18,1025.0
33,46,2024-07-19,1221.0
33,46,2024-07-20,1245.0
33,46,2024-07-21,2942.0
33,46,2024-07-22,1759.0
33,46,2024-07-23,1288.0
33,46,2024-07-24,1151.0
33,46,2024-07-25,1024.0
33,46,2024-07-26,1220.0
33,46,2024-07-27,1244.0
33,46,2024-07-28,2941.0
33,46,2024-07-29,1758.0
33,46,2024-07-30,1286.0
33,46,2024-07-31,1149.0
33,46,2024-08-01,1022.0
33,46,2024-08-02,1218.0
33,46,2024-08-03,1242.0
33,46,2024-08-04,2939.0
33,46,2024-08-05,1756.0
33,46,2024-08-06,1284.0
33,46,2024-08-07,1147.0
33,46,2024-08-08,1020.0
33,46,2024-08-09,1216.0
33,46,2024-08-10,1240.0
33,46,2024-08-11,2937.0
33,46,2024-08-12,1754.0
33,46,2024-08-13,1282.0
33,46,2024-08-14,1145.0
33,46,2024-08-15,1018.0
33,46,2024-08-16,1213.0
33,46,2024-08-17,1238.0
33,46,2024-08-18,2935.0
33,46,2024-08-19,1751.0
33,46,2024-08-20,1279.0
33,46,2024-08-21,1142.0
33,46,2024-08-22,1015.0
33,46,2024-08-23,1210.0
33,46,2024-08-24,1234.0
33,46,2024-08-25,2931.0
33,46,2024-08-26,1748.0
33,46,2024-08-27,1276.0
33,46,2024-08-28,1138.0
33,46,2024-08-29,1011.0
33,46,2024-08-30,1207.0
33,46,2024-08-31,1231.0
33,46,2024-09-01,2927.0
33,46,2024-09-02,1744.0
33,46,2024-09-03,1272.0
33,46,2024-09-04,1135.0
33,46,2024-09-05,1008.0
33,46,2024-09-06,1203.0
33,46,2024-09-07,1227.0
33,46,2024-09-08,2924.0
33,46,2024-09-09,1741.0
33,46,2024-09-10,1269.0
33,46,2024-09-11,1131.0
33,46,2024-09-12,1004.0
33,46,2024-09-13,1200.0
33,46,2024-09-14,1224.0
33,46,2024-09-15,2920.0
33,46,2024-09-16,1737.0
33,46,2024-09-17,1265.0
33,46,2024-09-18,1128.0
33,46,2024-09-19,1001.0
33,46,2024-09-20,1196.0
33,46,2024-09-21,1220.0
33,46,2024-09-22,2917.0
33,46,2024-09-23,1734.0
33,46,2024-09-24,1261.0
33,46,2024-09-25,1124.0
33,46,2024-09-26,997.0
33,46,2024-09-27,1193.0
33,46,2024-09-28,1217.0
33,46,2024-09-29,2913.0
33,46,2024-09-30,1730.0
33,46,2024-10-01,1258.0
33,46,2024-10-02,1121.0
33,46,2024-10-03,994.0
33,46,2024-10-04,1189.0
33,46,2024-10-05,1213.0
33,46,2024-10-06,2910.0
33,46,2024-10-07,1727.0
33,46,2024-10-08,1254.0
33,46,2024-10-09,1117.0
33,46,2024-10-10,990.0
33,46,2024-10-11,1186.0
33,46,2024-10-12,1210.0
33,46,2024-10-13,2906.0
33,46,2024-10-14,1723.0
33,46,2024-10-15,1251.0
33,46,2024-10-16,1113.0
33,46,2024-10-17,987.0
33,46,2024-10-18,1182.0
33,46,2024-10-19,1206.0
33,46,2024-10-20,2903.0
33,46,2024-10-21,1719.0
33,46,2024-10-22,1247.0
33,46,2024-10-23,1110.0
33,46,2024-10-24,983.0
33,46,2024-10-25,1178.0
33,46,2024-10-26,1202.0
33,46,2024-10-27,2899.0
33,46,2024-10-28,1716.0
33,46,2024-10-29,1244.0
33,46,2024-10-30,1106.0
33,46,2024-10-31,979.0
33,46,2024-11-01,1175.0
33,46,2024-11-02,1199.0
33,46,2024-11-03,2896.0
33,46,2024-11-04,1712.0
33,46,2024-11-05,1240.0
33,46,2024-11-06,1103.0
33,46,2024-11-07,976.0
33,46,2024-11-08,1171.0
33,46,2024-11-09,1195.0
33,46,2024-11-10,2892.0
33,46,2024-11-11,1709.0
33,46,2024-11-12,1237.0
33,46,2024-11-13,1099.0
33,46,2024-11-14,972.0
33,46,2024-11-15,1168.0
33,46,2024-11-16,1192.0
33,46,2024-11-17,2889.0
33,46,2024-11-18,1705.0
33,46,2024-11-19,1233.0
33,46,2024-11-20,1096.0
33,46,2024-11-21,969.0
33,46,2024-11-22,1164.0
33,46,2024-11-23,1188.0
33,46,2024-11-24,2885.0
33,46,2024-11-25,1702.0
33,46,2024-11-26,1230.0
33,46,2024-11-27,1092.0
33,46,2024-11-28,965.0
33,46,2024-11-29,1161.0
33,46,2024-11-30,1185.0
33,46,2024-12-01,2882.0
33,46,2024-12-02,1698.0
33,46,2024-12-03,1226.0
33,46,2024-12-04,1089.0
33,46,2024-12-05,962.0
33,46,2024-12-06,1157.0
33,46,2024-12-07,1181.0
33,46,2024-12-08,2878.0
33,46,2024-12-09,1695.0
33,46,2024-12-10,1223.0
33,46,2024-12-11,1085.0
33,46,2024-12-12,958.0
33,46,2024-12-13,1154.0
33,46,2024-12-14,1178.0
33,46,2024-12-15,2874.0
33,46,2024-12-16,1691.0
33,46,2024-12-17,1219.0
33,46,2024-12-18,1082.0
33,46,2024-12-19,955.0
33,46,2024-12-20,1150.0
33,46,2024-12-21,1174.0
33,46,2024-12-22,2871.0
33,46,2024-12-23,1688.0
33,46,2024-12-24,1216.0
33,46,2024-12-25,1078.0
33,46,2024-12-26,951.0
33,46,2024-12-27,1147.0
33,46,2024-12-28,1171.0
33,46,2024-12-29,2867.0
33,46,2024-12-30,1684.0
33,46,2024-12-31,1212.0
33,46,2025-01-01,1075.0
33,46,2025-01-02,948.0
33,46,2025-01-03,1143.0
33,46,2025-01-04,1167.0
33,46,2025-01-05,2864.0
33,46,2025-01-06,1681.0
33,46,2025-01-07,1208.0
33,46,2025-01-08,1071.0
33,46,2025-01-09,944.0
33,46,2025-01-10,1140.0
33,46,2025-01-11,1164.0
33,46,2025-01-12,2860.0
33,46,2025-01-13,1677.0
33,46,2025-01-14,1205.0
33,46,2025-01-15,1068.0
33,46,2025-01-16,941.0
33,46,2025-01-17,1136.0
33,46,2025-01-18,1160.0
33,46,2025-01-19,2857.0
33,46,2025-01-20,1674.0
33,46,2025-01-21,1201.0
33,46,2025-01-22,1064.0
33,46,2025-01-23,937.0
33,46,2025-01-24,1133.0
33,46,2025-01-25,1157.0
33,46,2025-01-26,2853.0
33,46,2025-01-27,1670.0
33,46,2025-01-28,1198.0
33,46,2025-01-29,1060.0
33,46,2025-01-30,934.0
33,46,2025-01-31,1129.0
33,46,2025-02-01,1153.0
33,46,2025-02-02,2850.0
33,46,2025-02-03,1666.0
33,46,2025-02-04,1194.0
33,46,2025-02-05,1057.0
33,46,2025-02-06,930.0
33,46,2025-02-07,1125.0
33,46,2025-02-08,1150.0
33,46,2025-02-09,2846.0
33,46,2025-02-10,1663.0
33,46,2025-02-11,1191.0
33,46,2025-02-12,1053.0
33,46,2025-02-13,926.0
33,46,2025-02-14,1122.0
33,46,2025-02-15,1146.0
33,46,2025-02-16,2843.0
33,46,2025-02-17,1659.0
33,46,2025-02-18,1187.0
33,46,2025-02-19,1050.0
33,46,2025-02-20,923.0
33,46,2025-02-21,1118.0
33,46,2025-02-22,1142.0
33,46,2025-02-23,2839.0
33,46,2025-02-24,1656.0
33,46,2025-02-25,1184.0
33,46,2025-02-26,1046.0
33,46,2025-02-27,919.0
33,46,2025-02-28,1115.0
33,46,2025-03-01,1139.0
34,45,2023-03-01,810.0
34,45,2023-03-02,747.0
34,45,2023-03-03,1088.0
34,45,2023-03-04,1146.0
34,45,2023-03-05,2468.0
34,45,2023-03-06,1653.0
34,45,2023-03-07,1264.0
34,45,2023-03-08,824.0
34,45,2023-03-09,761.0
34,45,2023-03-10,1102.0
34,45,2023-03-11,1159.0
34,45,2023-03-12,2482.0
34,45,2023-03-13,1666.0
34,45,2023-03-14,1278.0
34,45,2023-03-15,838.0
34,45,2023-03-16,774.0
34,45,2023-03-17,1115.0
34,45,2023-03-18,1173.0
34,45,2023-03-19,2496.0
34,45,2023-03-20,1680.0
34,45,2023-03-21,1292.0
34,45,2023-03-22,852.0
34,45,2023-03-23,788.0
34,45,2023-03-24,1129.0
34,45,2023-03-25,1187.0
34,45,2023-03-26,2510.0
34,45,2023-03-27,1694.0
34,45,2023-03-28,1305.0
34,45,2023-03-29,865.0
34,45,2023-03-30,802.0
34,45,2023-03-31,1143.0
34,45,2023-04-01,1201.0
34,45,2023-04-02,2523.0
34,45,2023-04-03,1707.0
34,45,2023-04-04,1319.0
34,45,2023-04-05,879.0
34,45,2023-04-06,815.0
34,45,2023-04-07,1157.0
34,45,2023-04-08,1214.0
34,45,2023-04-09,2537.0
34,45,2023-04-10,1721.0
34,45,2023-04-11,1333.0
34,45,2023-04-12,893.0
34,45,2023-04-13,829.0
34,45,2023-04-14,1170.0
34,45,2023-04-15,1228.0
34,45,2023-04-16,2551.0
34,45,2023-04-17,1735.0
34,45,2023-04-18,1347.0
34,45,2023-04-19,906.0
34,45,2023-04-20,843.0
34,45,2023-04-21,1184.0
34,45,2023-04-22,1242.0
34,45,2023-04-23,2564.0
34,45,2023-04-24,1748.0
34,45,2023-04-25,1360.0
34,45,2023-04-26,920.0
34,45,2023-04-27,857.0
34,45,2023-04-28,1198.0
34,45,2023-04-29,1255.0
34,45,2023-04-30,2578.0
34,45,2023-05-01,1762.0
34,45,2023-05-02,1374.0
34,45,2023-05-03,934.0
34,45,2023-05-04,870.0
34,45,2023-05-05,1211.0
34,45,2023-05-06,1269.0
34,45,2023-05-07,2592.0
34,45,2023-05-08,1776.0
34,45,2023-05-09,1387.0
34,45,2023-05-10,947.0
34,45,2023-05-11,883.0
34,45,2023-05-12,1225.0
34,45,2023-05-13,1282.0
34,45,2023-05-14,2605.0
34,45,2023-05-15,1789.0
34,45,2023-05-16,1400.0
34,45,2023-05-17,960.0
34,45,2023-05-18,897.0
34,45,2023-05-19,1238.0
34,45,2023-05-20,1295.0
34,45,2023-05-21,2618.0
34,45,2023-05-22,1802.0
34,45,2023-05-23,1414.0
34,45,2023-05-24,973.0
34,45,2023-05-25,910.0
34,45,2023-05-26,1251.0
34,45,2023-05-27,1308.0
34,45,2023-05-28,2631.0
34,45,2023-05-29,1815.0
34,45,2023-05-30,1427.0
34,45,2023-05-31,987.0
34,45,2023-06-01,923.0
34,45,2023-06-02,1264.0
34,45,2023-06-03,1322.0
34,45,2023-06-04,2644.0
34,45,2023-06-05,1828.0
34,45,2023-06-06,1440.0
34,45,2023-06-07,1000.0
34,45,2023-06-08,936.0
34,45,2023-06-09,1277.0
34,45,2023-06-10,1335.0
34,45,2023-06-11,2657.0
34,45,2023-06-12,1841.0
34,45,2023-06-13,1453.0
34,45,2023-06-14,1013.0
34,45,2023-06-15,949.0
34,45,2023-06-16,1290.0
34,45,2023-06-17,1348.0
34,45,2023-06-18,2671.0
34,45,2023-06-19,1855.0
34,45,2023-06-20,1466.0
34,45,2023-06-21,1026.0
34,45,2023-06-22,962.0
34,45,2023-06-23,1303.0
34,45,2023-06-24,1361.0
34,45,2023-06-25,2684.0
34,45,2023-06-26,1868.0
34,45,2023-06-27,1479.0
34,45,2023-06-28,1039.0
34,45,2023-06-29,976.0
34,45,2023-06-30,1317.0
34,45,2023-07-01,1374.0
34,45,2023-07-02,2697.0
34,45,2023-07-03,1881.0
34,45,2023-07-04,1493.0
34,45,2023-07-05,1052.0
34,45,2023-07-06,989.0
34,45,2023-07-07,1330.0
34,45,2023-07-08,1387.0
34,45,2023-07-09,2710.0
34,45,2023-07-10,1894.0
34,45,2023-07-11,1506.0
34,45,2023-07-12,1066.0
34,45,2023-07-13,1002.0
34,45,2023-07-14,1343.0
34,45,2023-07-15,1401.0
34,45,2023-07-16,2723.0
34,45,2023-07-17,1907.0
34,45,2023-07-18,1519.0
34,45,2023-07-19,1079.0
34,45,2023-07-20,1015.0
34,45,2023-07-21,1356.0
34,45,2023-07-22,1414.0
34,45,2023-07-23,2736.0
34,45,2023-07-24,1920.0
34,45,2023-07-25,1532.0
34,45,2023-07-26,1092.0
34,45,2023-07-27,1028.0
34,45,2023-07-28,1369.0
34,45,2023-07-29,1427.0
34,45,2023-07-30,2750.0
34,45,2023-07-31,1934.0
34,45,2023-08-01,1545.0
34,45,2023-08-02,1105.0
34,45,2023-08-03,1041.0
34,45,2023-08-04,1382.0
34,45,2023-08-05,1440.0
34,45,2023-08-06,2763.0
34,45,2023-08-07,1947.0
34,45,2023-08-08,1558.0
34,45,2023-08-09,1118.0
34,45,2023-08-10,1055.0
34,45,2023-08-11,1396.0
34,45,2023-08-12,1453.0
34,45,2023-08-13,2776.0
34,45,2023-08-14,1960.0
34,45,2023-08-15,1572.0
34,45,2023-08-16,1131.0
34,45,2023-08-17,1068.0
34,45,2023-08-18,1409.0
34,45,2023-08-19,1466.0
34,45,2023-08-20,2789.0
34,45,2023-08-21,1973.0
34,45,2023-08-22,1585.0
34,45,2023-08-23,1145.0
34,45,2023-08-24,1081.0
34,45,2023-08-25,1422.0
34,45,2023-08-26,1480.0
34,45,2023-08-27,2802.0
34,45,2023-08-28,1986.0
34,45,2023-08-29,1598.0
34,45,2023-08-30,1158.0
34,45,2023-08-31,1094.0
34,45,2023-09-01,1435.0
34,45,2023-09-02,1493.0
34,45,2023-09-03,2815.0
34,45,2023-09-04,1999.0
34,45,2023-09-05,1611.0
34,45,2023-09-06,1171.0
34,45,2023-09-07,1107.0
34,45,2023-09-08,1448.0
34,45,2023-09-09,1506.0
34,45,2023-09-10,2829.0
34,45,2023-09-11,2012.0
34,45,2023-09-12,1624.0
34,45,2023-09-13,1184.0
34,45,2023-09-14,1120.0
34,45,2023-09-15,1461.0
34,45,2023-09-16,1519.0
34,45,2023-09-17,2841.0
34,45,2023-09-18,2025.0
34,45,2023-09-19,1637.0
34,45,2023-09-20,1197.0
34,45,2023-09-21,1133.0
34,45,2023-09-22,1474.0
34,45,2023-09-23,1531.0
34,45,2023-09-24,2854.0
34,45,2023-09-25,2038.0
34,45,2023-09-26,1650.0
34,45,2023-09-27,1209.0
34,45,2023-09-28,1146.0
34,45,2023-09-29,1487.0
34,45,2023-09-30,1544.0
34,45,2023-10-01,2867.0
34,45,2023-10-02,2051.0
34,45,2023-10-03,1662.0
34,45,2023-10-04,1222.0
34,45,2023-10-05,1158.0
34,45,2023-10-06,1499.0
34,45,2023-10-07,1557.0
34,45,2023-10-08,2879.0
34,45,2023-10-09,2063.0
34,45,2023-10-10,1674.0
34,45,2023-10-11,1234.0
34,45,2023-10-12,1170.0
34,45,2023-10-13,1511.0
34,45,2023-10-14,1569.0
34,45,2023-10-15,2891.0
34,45,2023-10-16,2075.0
34,45,2023-10-17,1687.0
34,45,2023-10-18,1246.0
34,45,2023-10-19,1183.0
34,45,2023-10-20,1524.0
34,45,2023-10-21,1581.0
34,45,2023-10-22,2904.0
34,45,2023-10-23,2087.0
34,45,2023-10-24,1699.0
34,45,2023-10-25,1258.0
34,45,2023-10-26,1195.0
34,45,2023-10-27,1535.0
34,45,2023-10-28,1593.0
34,45,2023-10-29,2915.0
34,45,2023-10-30,2099.0
34,45,2023-10-31,1710.0
34,45,2023-11-01,1270.0
34,45,2023-11-02,1206.0
34,45,2023-11-03,1547.0
34,45,2023-11-04,1604.0
34,45,2023-11-05,2927.0
34,45,2023-11-06,2111.0
34,45,2023-11-07,1722.0
34,45,2023-11-08,1282.0
34,45,2023-11-09,1218.0
34,45,2023-11-10,1559.0
34,45,2023-11-11,1616.0
34,45,2023-11-12,2938.0
34,45,2023-11-13,2122.0
34,45,2023-11-14,1733.0
34,45,2023-11-15,1293.0
34,45,2023-11-16,1229.0
34,45,2023-11-17,1570.0
34,45,2023-11-18,1627.0
34,45,2023-11-19,2949.0
34,45,2023-11-20,2133.0
34,45,2023-11-21,1744.0
34,45,2023-11-22,1304.0
34,45,2023-11-23,1240.0
34,45,2023-11-24,1581.0
34,45,2023-11-25,1638.0
34,45,2023-11-26,2960.0
34,45,2023-11-27,2144.0
34,45,2023-11-28,1755.0
34,45,2023-11-29,1315.0
34,45,2023-11-30,1251.0
34,45,2023-12-01,1592.0
34,45,2023-12-02,1649.0
34,45,2023-12-03,2971.0
34,45,2023-12-04,2155.0
34,45,2023-12-05,1766.0
34,45,2023-12-06,1326.0
34,45,2023-12-07,1262.0
34,45,2023-12-08,1602.0
34,45,2023-12-09,1659.0
34,45,2023-12-10,2981.0
34,45,2023-12-11,2165.0
34,45,2023-12-12,1776.0
34,45,2023-12-13,1336.0
34,45,2023-12-14,1272.0
34,45,2023-12-15,1612.0
34,45,2023-12-16,1669.0
34,45,2023-12-17,2991.0
34,45,2023-12-18,2175.0
34,45,2023-12-19,1786.0
34,45,2023-12-20,1346.0
34,45,2023-12-21,1281.0
34,45,2023-12-22,1622.0
34,45,2023-12-23,1679.0
34,45,2023-12-24,3001.0
34,45,2023-12-25,2185.0
34,45,2023-12-26,1796.0
34,45,2023-12-27,1355.0
34,45,2023-12-28,1291.0
34,45,2023-12-29,1631.0
34,45,2023-12-30,1688.0
34,45,2023-12-31,3010.0
34,45,2024-01-01,2193.0
34,45,2024-01-02,1804.0
34,45,2024-01-03,1363.0
34,45,2024-01-04,1299.0
34,45,2024-01-05,1639.0
34,45,2024-01-06,1696.0
34,45,2024-01-07,3018.0
34,45,2024-01-08,2201.0
34,45,2024-01-09,1812.0
34,45,2024-01-10,1371.0
34,45,2024-01-11,1307.0
34,45,2024-01-12,1647.0
34,45,2024-01-13,1704.0
34,45,2024-01-14,3026.0
34,45,2024-01-15,2209.0
34,45,2024-01-16,1820.0
34,45,2024-01-17,1379.0
34,45,2024-01-18,1315.0
34,45,2024-01-19,1655.0
34,45,2024-01-20,1712.0
34,45,2024-01-21,3034.0
34,45,2024-01-22,2217.0
34,45,2024-01-23,1828.0
34,45,2024-01-24,1387.0
34,45,2024-01-25,1322.0
34,45,2024-01-26,1662.0
34,45,2024-01-27,1719.0
34,45,2024-01-28,3041.0
